,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result
3443,192,5,RAAJALINGAM.SHA,M,AMMK,2672,45.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,1.81,yes,1121,0.76,2.86,AETN275636,24338,1.0,,,,,,0.0,False,False,False,Post Graduate,Business,,,,Lost
3444,192,6,None Of The Above,,NOTA,1551,,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,1.05,,1294,0.88,2.86,,5897,,,,,,,,,,,,,,,,
3445,192,7,SARAVANAN.R,M,IND,257,33.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.17,yes,79,0.05,2.86,AETN275638,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Liberal Profession or Professional,Journalist or Editor,,,Lost
3446,192,8,JEYA.K,F,IND,178,45.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.12,yes,16,0.01,2.86,AETN275642,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Small Business or Self-employed,,,,Lost
3447,192,9,RAJKUMAR(a)MANIKANDAN.K,M,IND,162,45.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.11,yes,3,0.0,2.86,AETN275640,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Small Business or Self-employed,Self-employed,,,Lost
3448,192,10,VENGADACHALAPATHY.T.S,M,IND,159,54.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.11,yes,19,0.01,2.86,AETN275641,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
3449,192,11,BHARATHI KANNAMMA. S,O,New Generation People’s Party,140,63.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.09,yes,24,0.02,2.86,AETN275635,24300,1.0,,,,,,0.0,False,False,False,Graduate,Liberal Profession or Professional,Lawyer,Salaried Work or Employed,Legal Professional,Lost
3450,192,12,RAVICHANDRAN.V.C,M,IND,116,52.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.08,yes,12,0.01,2.86,AETN275639,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,Real Estate or Builder or Developer or Construction,Social Work,,Lost
3451,192,13,SADAM HUSSAIN.K,M,My India Party,104,31.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.07,yes,23,0.02,2.86,AETN275634,24339,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
3452,192,14,UMESH.K.R,M,IND,81,60.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,0.05,yes,0,0.0,2.86,AETN275637,10809,1.0,,,,,,0.0,False,False,False,Graduate,Labourer or Daily Wage,,,,Lost
3453,193,1,PALANIVEL THIAGA RAJAN,M,DMK,73205,55.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,48.99,no,34176,22.87,3.03,AETN189823,10192,2.0,DMK,10192.0,MADURAI CENTRAL,True,True,2.0,False,True,True,Doctorate,Salaried Work or Employed,Qualified Professional,,,Won
3454,193,2,JOTHI MUTHURAMALINGAM N,M,ADMK,39029,54.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,26.12,no,24534,16.42,3.03,AETN275643,930,1.0,,,,,,0.0,False,False,False,Graduate,Agriculture,,,,Lost
3455,193,3,MANI B,M,MNM,14495,46.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,9.7,yes,3280,2.2,3.03,AETN275646,24404,1.0,,,,,,0.0,False,False,False,10th Pass,Small Business or Self-employed,,,,Lost
3456,193,4,PANDIAMMAL J,F,NTK,11215,38.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,7.51,yes,6308,4.22,3.03,GETN270382,5533,1.0,,,,,,0.0,False,False,False,Post Graduate,Small Business or Self-employed,Self-employed,,,Lost
3457,193,5,KREMMER SURESH,M,IND,4907,49.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,3.28,yes,1560,1.04,3.03,AETN275648,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Social Work,,,,Lost
3458,193,6,SIKKANDAR BATCHA G S,M,SDPI,3347,44.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,2.24,yes,1906,1.28,3.03,AETN275645,7985,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
3459,193,7,None Of The Above,,NOTA,1441,,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.96,,1001,0.67,3.03,,5897,,,,,,,,,,,,,,,,
3460,193,8,KRISHNAPRABBU M R,M,IND,440,39.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.29,yes,153,0.1,3.03,AETN275649,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
3461,193,9,ESWARI M,F,My India Party,287,42.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.19,yes,1,0.0,3.03,AETN275644,24339,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
3462,193,10,THAVAMANI A,M,BSP,286,55.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.19,yes,22,0.01,3.03,GETN271793,16651,2.0,BSP,16651.0,MADURAI CENTRAL,True,True,0.0,False,False,True,5th Pass,Labourer or Daily Wage,,,,Lost
3463,193,11,ELANGOVAN R,M,IND,264,49.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.18,yes,71,0.05,3.03,AETN275647,10809,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
3464,193,12,RAJASURIYAA K R,M,IND,193,26.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.13,yes,17,0.01,3.03,AETN275651,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Unemployed,,,,Lost
3465,193,13,RAJAKUMAR NAIDU E V S,M,Tamil Telugu National Party,176,51.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.12,yes,82,0.05,3.03,GETN270476,24416,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
3466,193,14,SIVASANKAR S,M,IND,94,35.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.06,yes,43,0.03,3.03,AETN275650,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
3467,193,15,SATHIYENDRAN N,M,IND,51,39.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.03,yes,0,0.0,3.03,AETN189837,10809,2.0,IND,10809.0,MADURAI CENTRAL,True,True,0.0,False,False,True,Graduate,Small Business or Self-employed,Self-employed,,,Lost
3468,194,1,RAJU. K,M,ADMK,83883,68.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,41.59,no,9121,4.52,3.03,AETN271788,930,4.0,ADMK,930.0,MADURAI WEST,True,True,3.0,False,True,True,Graduate,Politics,Party Worker,,,Won
3469,194,2,CHINNAMMAL. C,F,DMK,74762,66.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,37.07,no,56538,28.03,3.03,AETN275652,10192,1.0,,,,,,0.0,False,False,False,8th Pass,Small Business or Self-employed,,,,Lost
3470,194,3,VETRIKUMARAN. C,M,NTK,18224,46.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,9.04,yes,2375,1.18,3.03,AETN189827,5533,2.0,NTK,5533.0,MADURAI CENTRAL,False,True,0.0,False,False,True,Graduate Professional,Salaried Work or Employed,Engineer,,,Lost
3471,194,4,MUNIYASAMY. V,M,MNM,15849,43.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,7.86,yes,12432,6.16,3.03,AETN275658,24404,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
3472,194,5,BALACHANDRAN. P,M,DMDK,3417,48.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,1.69,yes,908,0.45,3.03,AETN275653,2956,1.0,,,,,,0.0,False,False,False,5th Pass,Small Business or Self-employed,,,,Lost
3473,194,6,NAGAJOTHI. K,F,Tamil Nadu Ilangyar Katchi,2509,35.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,1.24,yes,735,0.36,3.03,AETN275657,24405,1.0,,,,,,0.0,False,False,False,Others,Social Work,Activist,,,Lost
3474,194,7,None Of The Above,,NOTA,1774,,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.88,,1406,0.7,3.03,,5897,,,,,,,,,,,,,,,,
3475,194,8,RAMU. N,M,IND,368,38.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.18,yes,50,0.02,3.03,AETN275664,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
3476,194,9,KARTHIKEYAN. R,M,Akhil Bharat Hindu Mahasabha,318,41.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.16,yes,192,0.1,3.03,AETN275655,268,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
3477,194,10,VENKATESAN. M,M,IND,126,52.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.06,yes,4,0.0,3.03,AETN192883,10809,3.0,IND,10809.0,MADURAI WEST,True,True,0.0,False,False,True,Post Graduate,Business,Distributors,,,Lost
3478,194,11,PREMKUMAR. M,M,IND,122,40.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.06,yes,25,0.01,3.03,AETN275663,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Doctor,Salaried Work or Employed,Medical Professional,Lost
3479,194,12,ARASU THIRUVALAVAN. K. K,M,IND,97,76.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.05,yes,18,0.01,3.03,AETN275659,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
3480,194,13,SULTHAN BADUSHA. J,M,Anna MGR Dravida Makkal Kalgam,79,32.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.04,yes,6,0.0,3.03,AETN275656,24294,1.0,,,,,,0.0,False,False,False,Others,Business,,,,Lost
3481,194,14,ANBUMANIKANDANTAMILSOORIYAN.K,M,IND,73,48.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.04,yes,24,0.01,3.03,AETN275660,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3482,194,15,SEBASTHIYAN. B,M,IND,49,67.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.02,yes,5,0.0,3.03,AETN275662,10809,1.0,,,,,,0.0,False,False,False,Literate,Business,,,,Lost
3483,194,16,SULTHAN BASHA. K,M,IND,44,36.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.02,yes,0,0.0,3.03,AETN275661,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Agriculture,,,,Lost
3484,195,1,"RAJANCHELLAPPA, V.V.",M,ADMK,103683,70.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,43.96,no,29489,12.5,3.23,AETN272081,930,5.0,ADMK,930.0,MADURAI NORTH,False,True,2.0,False,True,True,Post Graduate,Agriculture,,,,Won
3485,195,2,PONNUTHAI,F,CPM,74194,47.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,31.46,no,51472,21.82,3.23,AETN275665,14635,1.0,,,,,,0.0,False,False,False,12th Pass,Salaried Work or Employed,,,,Lost
3486,195,3,"REVATHY, R.",F,NTK,22722,31.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,9.63,yes,5972,2.53,3.23,AETN276624,5533,2.0,NTK,5533.0,THIRUPARANKUNDRAM,True,True,0.0,False,False,True,5th Pass,Other,Household,,,Lost
3487,195,4,"BHARANIRAJAN, M.",M,MNM,16750,38.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,7.1,yes,6560,2.78,3.23,AETN275668,24404,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
3488,195,5,"DAVID ANNADURAI, K.",M,AMMK,10190,43.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,4.32,yes,8117,3.44,3.23,AETN275667,24338,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3489,195,6,None Of The Above,,NOTA,2073,,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.88,,68,0.03,3.23,,5897,,,,,,,,,,,,,,,,
3490,195,7,"ARUMUGAM, V.",M,IND,2005,35.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.85,yes,1413,0.6,3.23,AETN275673,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,Lost
3491,195,8,"SAVITHA, R.",F,Anna MGR Dravida Makkal Kalgam,592,35.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.25,yes,30,0.01,3.23,AETN275666,24294,1.0,,,,,,0.0,False,False,False,Graduate Professional,Business,,,,Lost
3492,195,9,"MURUGAN, K.R.",M,IND,562,40.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.24,yes,24,0.01,3.23,AETN275684,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
3493,195,10,"RAJAMANI, V.",M,Namadhu Makkal Katchi,538,34.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.23,yes,136,0.06,3.23,AETN275671,11807,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost
3494,195,11,"PACKIYASELVI, K.",F,IND,402,32.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.17,yes,100,0.04,3.23,AETN275679,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Other,Household,,,Lost
3495,195,12,"UKKRA PANDIYAN, S.",M,IND,302,28.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.13,yes,18,0.01,3.23,AETN276633,10809,2.0,IND,10809.0,THIRUPARANKUNDRAM,True,True,0.0,False,False,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
3496,195,13,"PILLAI, M.M.",M,IND,284,64.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.12,yes,27,0.01,3.23,AETN275681,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,Social Work,,Lost
3497,195,14,"BALAMURUGAN, R.",M,IND,257,29.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.11,yes,11,0.0,3.23,AETN275680,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3498,195,15,"KARUNAKARAN, M.",M,IND,246,34.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.1,yes,46,0.02,3.23,AETN275676,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,Lost
3499,195,16,"SEKAR, S.",M,IND,200,56.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.08,yes,23,0.01,3.23,AETN275678,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
3500,195,17,"PALANIKUMAR, M.",M,Ambedkar Political Party,177,37.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.08,yes,46,0.02,3.23,AETN275669,24324,1.0,,,,,,0.0,False,False,False,Post Graduate,Social Work,,,,Lost
3501,195,18,"MURUGESAN, A.",M,My India Party,131,53.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.06,yes,17,0.01,3.23,AETN275670,24339,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
3502,195,19,"ILANGOVAN, P.",M,IND,114,49.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.05,yes,0,0.0,3.23,AETN275674,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
3503,195,20,"RADHA (A) GUNASEKARAN, M.",M,IND,114,39.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.05,yes,16,0.01,3.23,AETN275685,10809,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
3504,195,21,"MOHIDEEN ABDUL KADAR, M.K.",M,IND,98,44.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.04,yes,16,0.01,3.23,AETN275683,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Labourer or Daily Wage,,,,Lost
3505,195,22,"MANIKANDAN, S.",M,IND,82,29.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.03,yes,2,0.0,3.23,AETN275682,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
3506,195,23,"SANKAR THAYAL SHARMA, M.",M,IND,80,37.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.03,yes,27,0.01,3.23,AETN275677,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3507,195,24,"RAMACHANDRAN, K.",M,IND,53,46.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.02,yes,0,0.0,3.23,AETN275686,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,Agriculture,,Lost
3508,196,1,UDHAYAKUMAR R B,M,ADMK,100338,47.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,45.51,no,14087,6.39,2.78,AETN189910,930,2.0,ADMK,930.0,THIRUMANGALAM,True,True,2.0,False,True,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won
3509,196,2,MANIMARAN M,M,DMK,86251,46.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,39.12,no,72471,32.87,2.78,AETN189863,10192,3.0,DMK,10192.0,THIRUPARANKUNDRAM,False,True,0.0,False,False,False,5th Pass,Agriculture,,,,Lost
3510,196,3,ATHI NARAYANAN K,M,AMMK,13780,51.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,6.25,yes,2187,0.99,2.78,AETN275687,24338,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3511,196,4,SARAL M,F,NTK,11593,45.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,5.26,yes,8818,4.0,2.78,AETN275689,5533,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
3512,196,5,RAMKUMAR M,M,MNM,2775,34.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,1.26,yes,1199,0.54,2.78,AETN275692,24404,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
3513,196,6,VEERANAN S,M,IND,1576,28.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.71,yes,605,0.27,2.78,AETN275705,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
3514,196,7,None Of The Above,,NOTA,971,,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.44,,287,0.13,2.78,,5897,,,,,,,,,,,,,,,,
3515,196,8,RAMANATHAN A,M,IND,684,39.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.31,yes,181,0.08,2.78,AETN275701,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Small Business or Self-employed,Self-employed,,,Lost
3516,196,9,MUTHUVELRAJ P,M,IND,503,26.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.23,yes,70,0.03,2.78,AETN275700,10809,1.0,,,,,,0.0,False,False,False,Others,Unemployed,,,,Lost
3517,196,10,RAMANATHAN M,M,IND,433,43.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.2,yes,155,0.07,2.78,AETN189927,10809,2.0,IND,10809.0,THIRUMANGALAM,True,True,0.0,False,False,True,10th Pass,Agriculture,,,,Lost
3518,196,11,RAJANBABU P,M,IND,278,29.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.13,yes,88,0.04,2.78,AETN275704,10809,1.0,,,,,,0.0,False,False,False,Graduate,Salaried Work or Employed,"Accountant, Managerial Position",,,Lost
3519,196,12,MUTHURAJA M,M,IND,190,41.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.09,yes,25,0.01,2.78,AETN275699,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
3520,196,13,RAMAMOORTHI R,M,IND,165,34.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.07,yes,34,0.02,2.78,AETN275703,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Agriculture,,,,Lost
3521,196,14,BALAMURUGAN N R,M,IND,131,43.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.06,yes,9,0.0,2.78,AETN275698,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Small Business or Self-employed,Self-employed,,,Lost
3522,196,15,ARUMUGAM K,M,LJP,122,49.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.06,yes,0,0.0,2.78,AETN275688,5029,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost
3523,196,16,NIRMAL M,M,My India Party,122,39.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.06,yes,24,0.01,2.78,AETN275690,24339,1.0,,,,,,0.0,False,False,False,,,,,,Lost
3524,196,17,MARIKANNAN A,M,National Democratic Party of South India,98,41.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.04,yes,16,0.01,2.78,AETN275691,24302,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost
3525,196,18,THIRALIPANDI N,M,IND,82,34.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.04,yes,7,0.0,2.78,AETN275696,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Agriculture,,,,Lost
3526,196,19,JEGADEESH KUMAR R,M,IND,75,38.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.03,yes,4,0.0,2.78,AETN189872,10809,2.0,IND,10809.0,THIRUPARANKUNDRAM,False,True,0.0,False,False,False,Graduate Professional,Agriculture,,,,Lost
3527,196,20,ALAGARSAMY M,M,IND,71,47.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.03,yes,7,0.0,2.78,AETN275693,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
3528,196,21,VAIRASEEMAN G,M,IND,64,35.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.03,yes,2,0.0,2.78,AETN275707,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Small Business or Self-employed,Self-employed,,,Lost
3529,196,22,DURAIPANDI B,M,IND,62,35.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.03,yes,17,0.01,2.78,AETN275697,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
3530,196,23,KALI A,M,IND,45,27.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.02,yes,1,0.0,2.78,AETN275694,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
3531,196,24,CHANDRASEKARAN R,M,IND,44,48.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.02,yes,2,0.0,2.78,AETN275695,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
3532,196,25,VEERAMANI V,M,IND,42,40.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.02,yes,0,0.0,2.78,AETN275706,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Agriculture,,,,Lost
3533,197,1,AYYAPPAN P,M,ADMK,71255,56.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,33.53,no,7477,3.52,3.57,AETN275708,930,1.0,,,,,,1.0,False,False,False,Graduate,Agriculture,,,,Won
3534,197,2,KATHIRAVAN P V,M,DMK,63778,67.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,30.01,no,8287,3.9,3.57,AETN192914,10192,5.0,AIFB,3040.0,USILAMPATTI,True,False,1.0,True,False,True,,,,,,Lost
3535,197,3,MAHENDRAN I,M,AMMK,55491,55.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,26.11,no,40134,18.89,3.57,AETN195131,24338,2.0,ADMK,930.0,USILAMPATTI,True,False,1.0,True,False,False,Graduate,Agriculture,,,,Lost
3536,197,4,IYNDHUKOVILAN G,M,NTK,15357,54.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,7.23,yes,14110,6.64,3.57,AETN189937,5533,2.0,NTK,5533.0,USILAMPATTI,True,True,0.0,False,False,True,Post Graduate,Other,,,,Lost
