Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result,Invalid_Votes
108,1,"GANESH, R.",M,INC,65530,58.0,141102,208053,UDHAGAMANDALAM,GEN,TIRUPUR,WESTERN REGION,9,67.82,46.44,no,5348,3.79,2.5,AETN188628,3482,3.0,INC,3482.0,UDHAGAMANDALAM,True,True,2.0,False,True,True,Post Graduate,Politics,Ex MLA,,,Won,66951
110,5,"Kalaiselvan, S.",M,AMMK,2527,51.0,135908,194738,COONOOR,GEN,TIRUPUR,WESTERN REGION,10,69.79,1.86,yes,1339,0.99,2.56,AETN193070,24338,3.0,ADMK,930.0,GUDALUR,False,False,0.0,True,False,True,10th Pass,Business,,,,Lost,58830
111,1,SELVARAJ A K,M,ADMK,105231,62.0,225083,299551,METTUPALAYAM,GEN,TIRUPUR,WESTERN REGION,10,75.14,46.75,no,2456,1.09,2.33,AETN197181,930,2.0,ADMK,930.0,METTUPALAYAM,False,True,2.0,False,False,False,Graduate,Agriculture,,,,Won,74468
111,2,SHANMUGASUNDARAM T R,M,DMK,102775,59.0,225083,299551,METTUPALAYAM,GEN,TIRUPUR,WESTERN REGION,10,75.14,45.66,no,91821,40.79,2.33,AETN188661,10192,2.0,TMC(M),8247.0,METTUPPALAYAM,True,False,0.0,True,False,True,5th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,,Lost,74468
112,1,"DHANAPAL, P",M,ADMK,117284,69.0,212627,282823,AVANASHI,SC,TIRUPUR,WESTERN REGION,12,75.18,55.16,no,50902,23.94,2.5,AETN188676,930,3.0,ADMK,930.0,AVANASHI,True,True,3.0,False,True,True,Post Graduate,Other,,,,Won,70196
112,8,"RANGASAMY, P",M,IND,520,42.0,212627,282823,AVANASHI,SC,TIRUPUR,WESTERN REGION,12,75.18,0.24,yes,141,0.07,2.5,AETN188684,10809,2.0,SHS,18691.0,AVANASHI,True,False,0.0,False,False,True,10th Pass,Business,Real Estate or Builder or Developer or Construction,,,Lost,70196
115,1,ANANDAN M S M,M,ADMK,126903,59.0,261511,392070,PALLADAM,GEN,NILGIRIS,WESTERN REGION,20,66.7,48.53,no,32691,12.5,2.63,AETN272100,930,2.0,ADMK,930.0,TIRUPPUR (NORTH),False,True,2.0,False,False,False,10th Pass,Business,,Agriculture,,Won,130559
115,2,MUTHURATHINAM K,M,DMK,94212,50.0,261511,392070,PALLADAM,GEN,NILGIRIS,WESTERN REGION,20,66.7,36.03,no,73688,28.18,2.63,AETN188730,10192,2.0,MDMK,11601.0,PALLADAM,True,False,0.0,True,False,True,10th Pass,Other,,,,Lost,130559
117,12,Krishnan.M,M,IND,140,71.0,309918,468649,KAVUNDAMPALAYAM,GEN,COIMBATORE,WESTERN REGION,12,66.13,0.05,yes,23,0.01,2.78,AETN188766,10809,2.0,IND,10809.0,KAVUNDAMPALAYAM,True,True,0.0,False,False,True,Literate,Labourer or Daily Wage,,,,Lost,158731
118,4,Balendran C.B,M,NTK,11433,54.0,202799,342508,COIMBATORE NORTH,GEN,COIMBATORE,WESTERN REGION,20,59.21,5.64,yes,9732,4.8,3.03,AETN188777,5533,2.0,NTK,5533.0,COIMBATORE (NORTH),True,True,0.0,False,False,True,Graduate,Business,,,,Lost,139709
118,7,DURAIRAJ K,M,Tamil Nadu Ilangyar Katchi,531,45.0,202799,342508,COIMBATORE NORTH,GEN,COIMBATORE,WESTERN REGION,20,59.21,0.26,yes,218,0.11,3.03,AETN192018,24405,2.0,LSP,5107.0,COIMBATORE (NORTH),True,False,0.0,True,False,False,12th Pass,Business,,,,Lost,139709
119,1,S.P. VELUMANI,M,ADMK,124225,51.0,230531,328298,THONDAMUTHUR,GEN,COIMBATORE,WESTERN REGION,10,70.22,53.89,no,41630,18.06,2.38,AETN192022,930,3.0,ADMK,930.0,THONDAMUTHUR,True,True,3.0,False,False,False,Post Graduate,Agriculture,,,,Won,97767
120,1,VANATHI SRINIVASAN,F,BJP,53209,50.0,154765,255009,COIMBATORE SOUTH,GEN,COIMBATORE,WESTERN REGION,21,60.69,34.38,no,1728,1.12,3.23,AETN190949,1605,3.0,BJP,1605.0,COIMBATORE (SOUTH),True,True,1.0,False,False,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,100244
120,3,MAYURA S JAYAKUMAR,M,INC,42383,47.0,154765,255009,COIMBATORE SOUTH,GEN,COIMBATORE,WESTERN REGION,21,60.69,27.39,no,38083,24.61,3.23,AETN192047,3482,2.0,INC,3482.0,SINGANALLUR,False,True,0.0,False,False,False,Post Graduate,Business,,,,Lost,100244
121,2,"Karthik, N",M,DMK,70390,56.0,202021,327265,SINGANALLUR,GEN,COIMBATORE,WESTERN REGION,21,61.73,34.84,no,33535,16.6,3.23,AETN188824,10192,2.0,DMK,10192.0,SINGANALLUR,True,True,1.0,False,True,True,8th Pass,Social Work,,,,Lost,125244
122,1,Damodaran.S,M,ADMK,101537,69.0,232435,329041,KINATHUKADAVU,GEN,COIMBATORE,WESTERN REGION,14,70.64,43.68,no,1095,0.47,2.63,AETN192057,930,4.0,ADMK,930.0,KINATHUKADAVU,True,True,4.0,False,False,False,10th Pass,Agriculture,,,,Won,96606
122,2,Kuruchi Prabhakaran,M,DMK,100442,46.0,232435,329041,KINATHUKADAVU,GEN,COIMBATORE,WESTERN REGION,14,70.64,43.21,no,86503,37.22,2.63,AETN188842,10192,2.0,DMK,10192.0,KINATHUKADAVU,True,True,0.0,False,False,True,12th Pass,Other,,,,Lost,96606
123,1,Pollachi V. Jayaraman,M,ADMK,80567,67.0,177308,229257,POLLACHI,GEN,COIMBATORE,WESTERN REGION,8,77.34,45.44,no,1725,0.97,2.44,AETN194767,930,4.0,ADMK,930.0,POLLACHI,True,True,4.0,False,True,True,Doctorate,Business,,Agriculture,,Won,51949
126,2,R.JAYARAMAKRISHNAN,M,DMK,77875,53.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,42.81,no,71360,39.23,2.56,AETN188886,10192,2.0,DMK,10192.0,MADATHUKULAM,True,True,1.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Lost,69170
126,3,C.SHANMUGAVELU,M,AMMK,6515,71.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,3.58,yes,270,0.15,2.56,AETN192084,24338,4.0,ADMK,930.0,MADATHUKULAM,True,False,3.0,True,False,False,Post Graduate,Social Work,,,,Lost,69170
127,3,VINOTH RAJASEKARAN G,M,NTK,7656,33.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,3.73,yes,3924,1.91,2.33,AETN188905,5533,2.0,NTK,5533.0,PALANI,True,True,0.0,False,False,True,,,,,,Lost,74697
127,4,POOVENDHAN T,M,MNM,3732,60.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,1.82,yes,1477,0.72,2.33,AETN197401,24404,3.0,DMK,10192.0,PALANI,True,False,1.0,True,False,False,,,,,,Lost,74697
128,1,SAKKARAPANI R,M,DMK,109970,59.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,54.51,no,28742,14.25,2.17,AETN188923,10192,5.0,DMK,10192.0,ODDANCHATRAM,True,True,5.0,False,True,True,Graduate,Business,Industrialist,Small Business or Self-employed,,Won,41089
128,10,CHELLAMUTHU K,M,IND,100,56.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.05,yes,39,0.02,2.17,AETN208714,10809,7.0,IND,10809.0,ODDANCHATRAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,41089
128,15,SHANMUGAVEL P,M,IND,40,65.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.02,yes,0,0.0,2.17,AETN272283,10809,5.0,IND,10809.0,ODDANCHATRAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,41089
129,1,PERIYASAMY I,M,DMK,165809,67.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,72.11,no,135571,58.96,1.82,AETN188938,10192,8.0,DMK,10192.0,ATHOOR,True,True,6.0,False,True,True,Graduate,Business,Agricultural Business,,,Won,65006
129,19,MURUGANANTHAM C,M,IND,125,43.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.05,yes,37,0.02,1.82,AETN188955,10809,2.0,IND,10809.0,ATHOOR,True,True,0.0,False,False,True,10th Pass,Business,,,,Lost,65006
130,1,S.Thenmozhi,F,ADMK,91461,59.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,49.49,no,27618,14.94,2.7,AETN195141,930,3.0,ADMK,,NILAKKOTTAI,True,True,3.0,False,True,True,10th Pass,Agriculture,,Social Work,,Won,61371
130,4,K.Ramasamy,M,DMDK,3704,66.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,2.0,yes,523,0.28,2.7,AETN188959,2956,2.0,DMDK,2956.0,NILAKKOTTAI,True,True,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,61371
130,8,P.Nagajothi,F,IND,515,35.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.28,yes,24,0.01,2.7,AETN276442,10809,2.0,IND,10809.0,NILAKKOTTAI,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,,,,Lost,61371
131,1,NATHAM.R.VISWANATHAN,M,ADMK,107762,71.0,225244,285299,NATHAM,GEN,DINDIGUL,SOUTHERN REGION,15,78.95,47.84,no,11932,5.3,2.44,AETN188939,930,2.0,ADMK,930.0,ATHOOR,False,True,1.0,False,False,True,Graduate,Agriculture,,,,Won,60055
131,2,M.A.ANDI AMBALAM,M,DMK,95830,65.0,225244,285299,NATHAM,GEN,DINDIGUL,SOUTHERN REGION,15,78.95,42.54,no,81068,35.99,2.44,AETN197588,10192,13.0,DMK,10192.0,NATHAM,True,True,7.0,False,True,True,12th Pass,Agriculture,,,,Lost,60055
132,1,SREENIVASAN.C,M,ADMK,90595,72.0,195118,281677,DINDIGUL,GEN,DINDIGUL,SOUTHERN REGION,21,69.27,46.43,no,17747,9.1,2.7,GETN2632,930,4.0,ADMK,930.0,DINDIGUL,True,True,2.0,False,True,True,Post Graduate,Politics,MLA,,,Won,86559
132,2,PANDI.N,M,CPM,72848,63.0,195118,281677,DINDIGUL,GEN,DINDIGUL,SOUTHERN REGION,21,69.27,37.34,no,57988,29.72,2.7,AETN188992,14635,2.0,CPM,14635.0,DINDIGUL,True,True,0.0,False,False,True,,,,,,Lost,86559
132,8,ARASUR MANOHARAN.S,M,BSP,501,65.0,195118,281677,DINDIGUL,GEN,DINDIGUL,SOUTHERN REGION,21,69.27,0.26,yes,156,0.08,2.7,GETN270203,16651,2.0,BSP,16651.0,DINDIGUL,True,True,0.0,False,False,True,12th Pass,Labourer or Daily Wage,,,,Lost,86559
133,1,GANDHIRAJAN S,M,DMK,106481,70.0,213080,265818,VEDASANDUR,GEN,DINDIGUL,SOUTHERN REGION,20,80.16,49.97,no,17553,8.24,2.38,AETN272332,10192,4.0,ADMK,930.0,VEDASANDUR,True,False,2.0,True,False,False,Graduate Professional,Business,,Agriculture,,Won,52738
133,2,PARAMASIVAM V P B,M,ADMK,88928,40.0,213080,265818,VEDASANDUR,GEN,DINDIGUL,SOUTHERN REGION,20,80.16,41.73,no,80433,37.75,2.38,AETN189005,930,2.0,ADMK,930.0,VEDASANDUR,True,True,1.0,False,True,True,Post Graduate,Liberal Profession or Professional,Doctor,,,Lost,52738
133,15,MANEESHANKAR M G,M,RSPS,108,46.0,213080,265818,VEDASANDUR,GEN,DINDIGUL,SOUTHERN REGION,20,80.16,0.05,yes,7,0.0,2.38,AETN189018,6792,2.0,RSPS,6792.0,VEDASANDUR,True,True,0.0,False,False,True,Others,Business,,,,Lost,52738
135,1,SENTHILBALAJI V,M,DMK,101757,45.0,207310,248067,KARUR,GEN,KARUR,CENTRAL REGION,77,83.57,49.08,no,12448,6.0,2.33,AETN195336,10192,4.0,DMK,10192.0,ARAVAKURICHI,False,True,4.0,False,True,True,Graduate,Agriculture,,,,Won,40757
135,2,VIJAYABHASKAR. M.R,M,ADMK,89309,55.0,207310,248067,KARUR,GEN,KARUR,CENTRAL REGION,77,83.57,43.08,no,81993,39.55,2.33,AETN189020,930,2.0,ADMK,930.0,KARUR,True,True,1.0,False,True,True,10th Pass,Agriculture,,,,Lost,40757
135,9,AADHIKRISHNAN.P,M,BSP,210,45.0,207310,248067,KARUR,GEN,KARUR,CENTRAL REGION,77,83.57,0.1,yes,45,0.02,2.33,GETN270221,16651,2.0,BSP,16651.0,KARUR,True,True,0.0,False,False,False,Literate,Business,Real Estate or Builder or Developer or Construction,,,Lost,40757
135,63,MUTHUKUMAR.G,M,IND,8,48.0,207310,248067,KARUR,GEN,KARUR,CENTRAL REGION,77,83.57,0.0,yes,1,0.0,2.33,GETN10629,10809,2.0,IND,10809.0,ARAVAKURICHI,False,True,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,40757
136,9,MURUGESAN.R,M,BSP,540,45.0,180902,214924,KRISHNARAYAPURAM,SC,KARUR,CENTRAL REGION,26,84.17,0.3,yes,107,0.06,2.44,AETN189054,16651,2.0,BSP,16651.0,KRISHNARAYAPURAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,34022
137,1,R.Manickam,M,DMK,100829,61.0,197456,229173,KULITHALAI,GEN,KARUR,CENTRAL REGION,18,86.16,51.06,no,23540,11.92,2.44,AETN195374,10192,3.0,DMK,10192.0,KULITHALAI,True,True,2.0,False,False,False,12th Pass,Agriculture,,,,Won,31717
137,3,Seeni.Prakasu,M,NTK,11511,47.0,197456,229173,KULITHALAI,GEN,KARUR,CENTRAL REGION,18,86.16,5.83,yes,10320,5.23,2.44,AETN189059,5533,2.0,NTK,5533.0,KULITHALAI,True,True,0.0,False,False,True,10th Pass,Other,,,,Lost,31717
137,18,S.Kandasamy,M,IND,138,63.0,197456,229173,KULITHALAI,GEN,KARUR,CENTRAL REGION,18,86.16,0.07,yes,27,0.01,2.44,AETN192249,10809,2.0,IND,10809.0,KULITHALAI,True,True,0.0,False,False,False,10th Pass,Other,,,,Lost,31717
138,2,CHANDRASEKAR.R,M,ADMK,85834,54.0,221748,291696,MANAPPARAI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,22,76.02,38.71,no,66384,29.94,2.78,AETN192250,930,3.0,ADMK,930.0,MANAPPARAI,True,True,2.0,False,True,True,10th Pass,Agriculture,,,,Lost,69948
138,7,UMARANI K,F,IJK,914,37.0,221748,291696,MANAPPARAI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,22,76.02,0.41,yes,264,0.12,2.78,AETN192258,3969,2.0,IJK,3969.0,MANAPPARAI,True,True,0.0,False,False,False,5th Pass,Other,,,,Lost,69948
138,19,PANDIAN V,M,Ezhuchi Tamilargal Munnetra Kazhagam,129,52.0,221748,291696,MANAPPARAI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,22,76.02,0.06,yes,6,0.0,2.78,AETN189078,15990,3.0,ETMK,15990.0,MANAPPARAI,True,True,0.0,False,False,True,Literate,Other,,,,Lost,69948
139,1,Palaniyandi.M,M,DMK,113904,53.0,240240,315482,SRIRANGAM,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,76.15,47.41,no,19915,8.29,2.63,AETN189083,10192,2.0,DMK,10192.0,SRIRANGAM,True,True,1.0,False,False,True,8th Pass,Agriculture,,,,Won,75242
139,2,KuPa Krishnan,M,ADMK,93989,70.0,240240,315482,SRIRANGAM,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,76.15,39.12,no,76078,31.67,2.63,AETN192758,930,2.0,ADMK,930.0,ALANGUDI,False,True,1.0,False,False,False,Graduate,Agriculture,,,,Lost,75242
139,11,P.Ravichandran,M,IND,423,48.0,240240,315482,SRIRANGAM,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,76.15,0.18,yes,35,0.01,2.63,AETN189095,10809,2.0,IND,10809.0,SRIRANGAM,True,True,0.0,False,False,True,Others,Agriculture,,,,Lost,75242
140,1,"Nehru, K.N.",M,DMK,118133,68.0,183099,273241,TIRUCHIRAPALLI (West),GEN,TIRUCHIRAPPALLI,CENTRAL REGION,13,67.01,64.52,no,85109,46.48,2.17,AETN200955,10192,9.0,DMK,10192.0,TIRUCHIRAPPALLI (WEST),True,True,5.0,False,True,True,12th Pass,Business,,Agriculture,,Won,90142
141,5,MANOHARAN.R.,M,AMMK,9089,65.0,172856,258495,TIRUCHIRAPALLI (East),GEN,TIRUCHIRAPPALLI,CENTRAL REGION,18,66.87,5.26,yes,7554,4.37,2.78,AETN192345,24338,3.0,ADMK,930.0,TIRUCHIRAPPALLI (WEST),False,False,1.0,True,False,True,Graduate,Small Business or Self-employed,Shop Keeper,Social Work,,Lost,85639
142,1,ANBIL MAHESH POYYAMOZHI,M,DMK,105424,43.0,197013,295859,THIRUVERAMBUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,66.59,53.51,no,49697,25.23,2.56,AETN189127,10192,2.0,DMK,10192.0,THIRUVERUMBUR,True,True,2.0,False,True,True,Post Graduate,Politics,Party Worker,,,Won,98846
142,3,V CHOLASOORAN,M,NTK,15719,40.0,197013,295859,THIRUVERAMBUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,66.59,7.98,yes,1041,0.53,2.56,AETN189130,5533,2.0,NTK,5533.0,THIRUVERUMBUR,True,True,0.0,False,False,True,Post Graduate,Other,,,,Lost,98846
142,5,S.  SENTHILKUMAR,M,DMDK,2293,51.0,197013,295859,THIRUVERAMBUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,66.59,1.16,yes,875,0.44,2.56,AETN192359,2956,3.0,DMDK,2956.0,THIRUVERUMBUR,True,True,1.0,False,False,True,Others,Agriculture,,,,Lost,98846
142,12,N. RAJU,M,IND,88,55.0,197013,295859,THIRUVERAMBUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,66.59,0.04,yes,16,0.01,2.56,AETN189147,10809,2.0,IND,10809.0,THIRUVERUMBUR,True,True,0.0,False,False,True,5th Pass,Social Work,Activist,,,Lost,98846
142,13,R. PRIYA,F,IND,72,40.0,197013,295859,THIRUVERAMBUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,15,66.59,0.04,yes,1,0.0,2.56,AETN189145,10809,2.0,IND,10809.0,THIRUVERUMBUR,True,True,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,98846
143,1,A.SOUNDARAPANDIAN,M,DMK,84914,56.0,174754,220565,LALGUDI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,14,79.23,48.59,no,16949,9.7,2.5,AETN195412,10192,4.0,DMK,10192.0,LALGUDI,True,True,5.0,False,True,True,12th Pass,Business,,Agriculture,,Won,45811
143,4,M.VIJAYAMURTHY,M,AMMK,2941,64.0,174754,220565,LALGUDI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,14,79.23,1.68,yes,1741,1.0,2.5,AETN189149,24338,2.0,ADMK,930.0,LALGUDI,True,False,0.0,True,False,True,Graduate,Agriculture,,,,Lost,45811
144,2,M. PARANJOTHI,M,ADMK,56716,60.0,196719,247041,MANACHANALLUR,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,29,79.63,28.83,no,42273,21.49,2.27,AETN201025,930,4.0,AIDMK,24593.0,TIRUCHIRAPPALLI (WEST),False,False,2.0,True,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,,Lost,50322
145,2,M. Selvarasu,M,ADMK,63788,54.0,179706,236517,MUSIRI,GEN,TIRUCHIRAPPALLI,CENTRAL REGION,20,75.98,35.5,no,49477,27.53,2.56,AETN189182,930,2.0,ADMK,930.0,MUSIRI,True,True,1.0,False,True,True,8th Pass,Other,,,,Lost,56811
146,1,S.STALINKUMAR,M,DMK,87786,36.0,175876,229513,THURAIYUR,SC,TIRUCHIRAPPALLI,CENTRAL REGION,13,76.63,49.91,no,22071,12.55,2.5,AETN189202,10192,2.0,DMK,10192.0,THURAIYUR,True,True,2.0,False,True,True,Graduate Professional,Agriculture,,,,Won,53637
146,10,SRINIVASAN J,M,IND,317,44.0,175876,229513,THURAIYUR,SC,TIRUCHIRAPPALLI,CENTRAL REGION,13,76.63,0.18,yes,87,0.05,2.5,AETN189210,10809,2.0,IND,10809.0,THURAIYUR,True,True,0.0,False,False,True,5th Pass,Agriculture,,,,Lost,53637
147,1,"PRABHAHARAN, M.",M,DMK,122090,47.0,240026,306938,PERAMBALUR,SC,PERAMBALUR,CENTRAL REGION,9,78.2,50.87,no,31034,12.93,2.44,AETN192415,10192,2.0,DMK,10192.0,PERAMBALUR,True,True,1.0,False,False,False,Post Graduate,Business,,,,Won,66912
147,2,"THAMIZHSELVAN, R.",M,ADMK,91056,47.0,240026,306938,PERAMBALUR,SC,PERAMBALUR,CENTRAL REGION,9,78.2,37.94,no,72383,30.16,2.44,AETN189215,930,3.0,ADMK,930.0,PERAMBALUR,True,True,2.0,False,True,True,Graduate,Agriculture,,,,Lost,66912
147,9,"GUNASEKARAN, A.",M,NCP,409,47.0,240026,306938,PERAMBALUR,SC,PERAMBALUR,CENTRAL REGION,9,78.2,0.17,yes,30,0.01,2.44,AETN189227,5792,2.0,NCP,5792.0,PERAMBALUR,True,True,0.0,False,False,True,Post Graduate,Agriculture,,,,Lost,66912
148,1,"SIVASANKAR, S.S.",M,DMK,103922,51.0,219879,274677,KUNNAM,GEN,PERAMBALUR,CENTRAL REGION,22,80.05,47.26,no,6329,2.88,2.38,AETN189243,10192,4.0,DMK,10192.0,ARIYALUR,False,True,3.0,False,False,True,Graduate Professional,Small Business or Self-employed,Shop Keeper,Politics,Ex MLA,Won,54798
148,2,"RAMACHANDRAN, R.T.",M,ADMK,97593,47.0,219879,274677,KUNNAM,GEN,PERAMBALUR,CENTRAL REGION,22,80.05,44.38,no,88239,40.13,2.38,AETN189228,930,2.0,ADMK,930.0,KUNNAM,True,True,1.0,False,True,True,8th Pass,Business,,Salaried Work or Employed,,Lost,54798
148,3,"ARUL, P.",M,NTK,9354,41.0,219879,274677,KUNNAM,GEN,PERAMBALUR,CENTRAL REGION,22,80.05,4.25,yes,7236,3.29,2.38,AETN189232,5533,2.0,NTK,5533.0,KUNNAM,True,True,0.0,False,False,True,,,,,,Lost,54798
149,1,CHINNAPPA K,M,DMK,103975,74.0,225225,266412,ARIYALUR,GEN,ARIYALUR,CENTRAL REGION,13,84.54,46.16,no,3234,1.44,2.44,AETN204086,10192,4.0,MDMK,11601.0,ARIYALUR,True,False,1.0,True,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,41187
149,4,DURAI.MANIVEL,M,AMMK,2044,61.0,225225,266412,ARIYALUR,GEN,ARIYALUR,CENTRAL REGION,13,84.54,0.91,yes,658,0.29,2.44,AETN192434,24338,2.0,ADMK,930.0,ARIYALUR,True,False,1.0,True,False,False,8th Pass,Retired or Pension,,Politics,Ex MLA,Lost,41187
149,11,SAVARIANANDHAM V,M,BSP,486,44.0,225225,266412,ARIYALUR,GEN,ARIYALUR,CENTRAL REGION,13,84.54,0.22,yes,327,0.15,2.44,AETN189250,16651,2.0,BSP,16651.0,ARIYALUR,True,True,0.0,False,False,True,Graduate Professional,Business,,,,Lost,41187
151,10,"PALANIAMMAL,  P.",F,IND,601,53.0,168184,220424,TITTAKUDI,SC,CUDDALORE,CENTRAL REGION,15,76.3,0.36,yes,42,0.02,2.56,AETN192454,10809,2.0,IND,10809.0,TITTAKUDI,True,True,0.0,False,False,False,Post Graduate,Education,College Professor or Lecturer,,,Lost,52240
151,16,"KOLANJINATHAN,  V.",M,IND,130,54.0,168184,220424,TITTAKUDI,SC,CUDDALORE,CENTRAL REGION,15,76.3,0.08,yes,0,0.0,2.56,AETN189284,10809,2.0,IND,10809.0,TITTAGUDI,False,True,0.0,False,False,True,,Other,,,,Lost,52240
153,1,SABA.RAJENDRAN,M,DMK,75177,59.0,164130,221050,NEYVELI,GEN,CUDDALORE,CENTRAL REGION,12,74.25,45.8,no,977,0.6,2.44,AETN194180,10192,4.0,DMK,10192.0,NEYVELI,True,True,3.0,False,True,True,Graduate Professional,Agriculture,,,,Won,56920
153,2,JAGAN.K,M,PMK,74200,47.0,164130,221050,NEYVELI,GEN,CUDDALORE,CENTRAL REGION,12,74.25,45.21,no,66415,40.46,2.44,AETN189302,11891,2.0,PMK,11891.0,NEYVELI,True,True,0.0,False,False,True,12th Pass,Business,,,,Lost,56920
153,8,VADUGANATHAN.R,M,IND,519,51.0,164130,221050,NEYVELI,GEN,CUDDALORE,CENTRAL REGION,12,74.25,0.32,yes,64,0.04,2.44,AETN189306,10809,2.0,IND,10809.0,NEYVELI,True,True,0.0,False,False,True,Others,Business,,,,Lost,56920
154,1,VELMURUGAN.T,M,DMK,93801,50.0,197049,247548,PANRUTI,GEN,CUDDALORE,CENTRAL REGION,15,79.6,47.6,no,4697,2.38,2.33,AETN192472,10192,6.0,TAVK,8264.0,NEYVELI,False,False,3.0,True,False,True,Graduate,Agriculture,,,,Won,50499
154,2,RAJENDRAN.R,M,ADMK,89104,60.0,197049,247548,PANRUTI,GEN,CUDDALORE,CENTRAL REGION,15,79.6,45.22,no,82557,41.9,2.33,AETN199233,930,4.0,ADMK,930.0,KURINJIPADI,False,True,1.0,False,False,True,12th Pass,Agriculture,,,,Lost,50499
154,4,SIVAKOZHUNDU.P,M,DMDK,3362,54.0,197049,247548,PANRUTI,GEN,CUDDALORE,CENTRAL REGION,15,79.6,1.71,yes,1692,0.86,2.33,AETN192480,2956,4.0,DMDK,2956.0,PANRUTI,True,True,1.0,False,False,True,5th Pass,Small Business or Self-employed,,,,Lost,50499
154,16,GOVINDASAMY.S,M,IND,42,45.0,197049,247548,PANRUTI,GEN,CUDDALORE,CENTRAL REGION,15,79.6,0.02,yes,0,0.0,2.33,AETN189318,10809,2.0,IND,10809.0,PANRUTI,True,True,0.0,False,False,True,10th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost,50499
155,1,G.IYAPPAN,M,DMK,84563,63.0,182001,243414,CUDDALORE,GEN,CUDDALORE,CENTRAL REGION,15,74.77,46.46,no,5151,2.83,2.44,AETN194190,10192,2.0,DMK,10192.0,CUDDALORE,True,True,2.0,False,False,False,Post Graduate,Business,Real Estate or Builder or Developer or Construction,Agriculture,,Won,61413
155,2,M.C.SAMPATH,M,ADMK,79412,62.0,182001,243414,CUDDALORE,GEN,CUDDALORE,CENTRAL REGION,15,74.77,43.63,no,69849,38.38,2.44,AETN192491,930,4.0,ADMK,930.0,CUDDALORE,True,True,3.0,False,True,True,Graduate,Politics,MLA,,,Lost,61413
155,12,S.V.RAJARAJAN,M,Desiya Makkal Sakthi Katchi,74,46.0,182001,243414,CUDDALORE,GEN,CUDDALORE,CENTRAL REGION,15,74.77,0.04,yes,28,0.02,2.44,AETN189330,2953,2.0,IND,10809.0,CUDDALORE,True,False,0.0,False,False,True,Others,Business,,,,Lost,61413
